,created_at,likes,retweets,source,text
68,2020-01-28 14:26:14,20399.0,4685.0,Twitter Media Studio,"दिल्ली में 1700 से ज्यादा कॉलोनियों में रहने वाले लोगों को दशकों तक उनके घरों का मालिकाना हक नहीं मिला था।
 
ये न्… https://t.co/v8n53ImMeh"
69,2020-01-28 14:23:31,17375.0,4369.0,Twitter Media Studio,"दशकों पुरानी समस्याओं को सुलझा रही हमारी सरकार के फैसले पर जो लोग सांप्रदायिकता का रंग चढ़ा रहे हैं, उनका असली चेह… https://t.co/cLq5D9Fazz"
70,2020-01-28 14:18:33,31674.0,7353.0,Twitter Media Studio,"स्वतंत्र भारत ने पाकिस्तान, बांग्लादेश और अफगानिस्तान में रह गए हिंदुओं, सिखों और अन्य अल्पसंख्यकों से ये वादा किया… https://t.co/Ra3qd6KLth"
71,2020-01-28 14:16:24,15143.0,3558.0,Twitter Media Studio,"सालों तक नॉर्थ ईस्ट के साथ जिस तरह की नीति अपनाई गई, जिस तरह का व्यवहार किया गया, उसे आप भली-भांति जानते हैं।

लेकि… https://t.co/a9PAjutrly"
72,2020-01-28 14:12:50,36576.0,7225.0,Twitter Media Studio,"देश के युवाओं ने तय किया है कि अब समस्याओं को टाला नहीं जाएगा, उनसे टकराया जाएगा, निपटा जाएगा। 

यही है युवा सोच, य… https://t.co/m0SWtQtmqw"
73,2020-01-28 07:36:23,22588.0,4823.0,Periscope,Delighted to be at the NCC Rally. Watch. https://t.co/kg1oedPscd
74,2020-01-28 05:32:04,17282.0,3719.0,Periscope,Addressing the Global Potato Conclave. https://t.co/GIuavRjLtA
75,2020-01-28 02:56:19,62732.0,9695.0,Twitter for iPhone,मां भारती के वीर सपूत पंजाब केसरी लाला लाजपत राय को उनकी जयंती पर शत-शत नमन। देश की आजादी के लिए प्राण न्योछावर कर… https://t.co/5oLdMtW71V
76,2020-01-27 11:50:42,19453.0,3429.0,Twitter Web App,"Excellent idea @AmanKayamHai_ET! 

You may call this a ""small change” but such small acts will have a huge impact i… https://t.co/46MSARhwRO"
77,2020-01-27 11:49:40,15402.0,2685.0,Twitter Web App,"Extremely touched by the lovely #RepublicDay wishes @PMBhutan!

You have wonderfully highlighted the unbreakable bo… https://t.co/9RZBawTKS3"
78,2020-01-27 11:20:21,16615.0,3511.0,Twitter Web App,"The Accord with Bodo groups will further protect and popularise the unique culture of the Bodo people. 

They will… https://t.co/1mFoTMESK9"
79,2020-01-27 11:19:48,15917.0,3407.0,Twitter Web App,"Bodo Accord inked today stands out for many reasons. 

It successfully brings together the leading stakeholders und… https://t.co/F9WpV5ggMf"
80,2020-01-27 11:19:15,13292.0,2868.0,Twitter Web App,"Ushering in a new dawn of peace, harmony and togetherness!

Today is a very special day for India. 

The Accord wit… https://t.co/FGzHeEBV7N"
81,2020-01-27 03:00:43,15470.0,2497.0,Twitter for iPhone,"Thank you for the thoughtful #RepublicDay wishes, @PresidentRuvi. 

India and Israel will keep working together and… https://t.co/EKihZXUUED"
82,2020-01-27 02:59:45,18404.0,2125.0,Twitter for iPhone,Birthday wishes to Meghalaya’s Chief Minister Mr. @SangmaConrad. Wishing him a long and healthy life in service of the people.
83,2020-01-26 15:22:36,24646.0,5088.0,Twitter Media Studio,"Recent surrenders of militants in Assam and Tripura are welcome steps. 

I appeal to youth in the Northeast associa… https://t.co/et65vqe8Z6"
84,2020-01-26 15:19:43,11825.0,2750.0,Twitter Media Studio,"Rise of the people’s Padma!

Celebrating unsung heroes and outstanding achievements of those working at the grassro… https://t.co/438itaqyKy"
85,2020-01-26 15:18:34,13250.0,2942.0,Twitter Media Studio,"For almost 25 years, thousands of people belonging to the Bru-Reang community had to live in uncomfortable and inhu… https://t.co/gNYE9mGxdw"
86,2020-01-26 15:15:57,8734.0,2023.0,Twitter Media Studio,"During #MannKiBaat today, I thanked the people of Assam. Here is why... https://t.co/2tLGI9ffn5"
87,2020-01-26 15:15:28,10529.0,2262.0,Twitter Media Studio,"Let us celebrate those who work towards water conservation. 

Use #JalShakti4India and share efforts towards conser… https://t.co/mCMEmLaKYS"
88,2020-01-26 15:14:30,10293.0,2297.0,Twitter Media Studio,When I first read the ‘#MannKiBaat Charter’ I was happy. It showed how an avid listener has brilliantly encapsulate… https://t.co/OdOzeKFjBe
89,2020-01-26 12:30:17,20234.0,4535.0,Periscope,2020’s first #MannKiBaat. Tune in. https://t.co/THsN1jZl1K
90,2020-01-26 09:54:36,21634.0,4086.0,Twitter Web App,"This morning, on #RepublicDay, paid homage at the National War Memorial.

India will always be grateful to the brav… https://t.co/QzQ4w38i3e"
91,2020-01-26 09:42:33,16709.0,3328.0,Twitter Web App,Some more glimpses from Rajpath today. #RepublicDay https://t.co/qIdn9JsuHU
92,2020-01-26 09:40:52,34118.0,5367.0,Twitter Web App,"India’s diversity strengthens us.

We are proud that so many cultures live happily in India.

We saw some glimpses… https://t.co/rWIWyiBs2h"
93,2020-01-26 09:37:51,17342.0,3615.0,Twitter Web App,"On #RepublicDay, we see glimpses of India’s military and security prowess. 

Our forces are among the most professi… https://t.co/rmHhvNg0SF"
94,2020-01-26 09:34:14,16689.0,3288.0,Twitter for iPhone,"Here are some glimpses from the #RepublicDay Parade.

This is a day to remember the remarkable individuals who gave… https://t.co/JqkkzRbIhl"
95,2020-01-26 08:38:26,13636.0,2331.0,Twitter for iPhone,"Thank you the greetings on India’s #RepublicDay, President @ibusolih. 

It is a matter of immense delight that frie… https://t.co/sz2gCX4cZQ"
96,2020-01-26 08:37:26,14856.0,2208.0,Twitter for iPhone,"Thank you PM Mahinda Rajapaksa for the #RepublicDay wishes. 

India cherishes the deep rooted friendship with Sri L… https://t.co/UP6aGNSg7V"
97,2020-01-26 01:41:25,138268.0,22655.0,Twitter for iPhone,"Wishing everyone a happy #RepublicDay. 

सभी देशवासियों को गणतंत्र दिवस की बहुत-बहुत बधाई। 

जय हिंद!"
98,2020-01-25 15:42:03,44404.0,7415.0,Twitter for iPhone,Congratulations to all those who have been conferred the Padma Awards. The awardees include extraordinary individua… https://t.co/LcAUKQBi5r
99,2020-01-25 13:12:59,17712.0,3636.0,Twitter for iPhone,"2020’s first #MannKiBaat will take place tomorrow, on Republic Day. 

Keeping in mind the Republic Day celebrations… https://t.co/Z2qrhyOxdO"
100,2020-01-25 13:02:39,23964.0,4160.0,Twitter for iPhone,"Apart from robust bilateral cooperation, India and Brazil are also working together at various multilateral forums.… https://t.co/0M7BcPzZPo"
101,2020-01-25 13:01:13,9416.0,1946.0,Twitter for iPhone,"Today’s talks with President @jairbolsonaro covered sectors such as energy, healthcare, technology, animal husbandr… https://t.co/KJqDevrHA8"
102,2020-01-25 12:59:15,12606.0,2344.0,Twitter for iPhone,"Today’s meeting with President @jairbolsonaro is our third in the last eight months. 

This reflects the topmost pr… https://t.co/8ValJaZfZO"
103,2020-01-25 12:57:20,4711.0,1064.0,Twitter for iPhone,"Além da forte cooperação bilateral, a Índia e o Brasil estão, também, trabalhando juntos em vários fóruns multilate… https://t.co/XgnPxJNOoR"
104,2020-01-25 12:57:15,4954.0,1080.0,Twitter for iPhone,"Hoje as conversas com o presidente @jairbolsonaro cobriram setores como: energia, saúde, tecnologia, pecuária e out… https://t.co/re4bGJATfN"
105,2020-01-25 12:57:12,1801.0,384.0,Twitter for iPhone,Foi com alegria que o presidente Bolsonaro agraciou nossas celebrações do Dia da República como convidado principal.
106,2020-01-25 12:57:11,12269.0,2464.0,Twitter for iPhone,"Hoje a reunião com o presidente @jairbolsonaro é a nossa terceira dos últimos oito meses. 
Isso reflete a prioridad… https://t.co/DLfcENJUGi"
107,2020-01-25 07:49:51,16368.0,3684.0,Periscope,Addressing the press with President @jairbolsonaro. Watch. https://t.co/4f4pJscRnq
108,2020-01-25 05:48:16,24692.0,3981.0,Twitter for iPhone,"हिमाचल प्रदेश के सभी निवासियों को 50वें पूर्ण राज्यत्व दिवस की बहुत-बहुत बधाई। अपने गौरवशाली इतिहास, समृद्ध सांस्कृ… https://t.co/MrJhiuUMJ8"
109,2020-01-25 04:35:40,23763.0,4188.0,Twitter for iPhone,"Greetings on National Voters Day. 

We express gratitude to ECI for their many efforts towards making our electoral… https://t.co/aXtUPS7Pqv"
110,2020-01-24 15:47:18,43190.0,9522.0,Twitter Media Studio,भारत का मतलब है... https://t.co/UJTrNPnfZt
111,2020-01-24 15:45:17,13332.0,2753.0,Twitter for iPhone,"The colours of India!

Delighted to interact with young friends from all over the nation. They would be taking part… https://t.co/SgD3LxwEP5"
112,2020-01-24 15:37:10,7215.0,1604.0,Twitter for iPhone,उत्तर प्रदेश ने मुख्यमंत्री श्री योगी आदित्यनाथ जी के कुशल नेतृत्व में प्रगति के नए-नए आयाम स्थापित किए हैं। राज्य… https://t.co/0vNJqKWPrp
113,2020-01-24 15:37:09,20410.0,3670.0,Twitter for iPhone,"अध्यात्म, शिक्षा और कला-संस्कृति की विरासत से समृद्ध उत्तर प्रदेश के सभी लोगों को राज्य के स्थापना दिवस की बहुत-बहु… https://t.co/LwrCOk4dCz"
114,2020-01-24 14:28:41,13404.0,2306.0,Twitter for iPhone,"A warm welcome to President @jairbolsonaro! 

We are delighted to host him and we look forward to his taking part i… https://t.co/c472fgNUwK"
115,2020-01-24 14:26:55,7672.0,1686.0,Twitter for iPhone,"Calorosas boas-vindas ao presidente @jairbolsonaro! 

A Índia está feliz em recêbo-lo e nós esperamos ansiosamente… https://t.co/AhrjnMFTYQ"
116,2020-01-24 14:24:19,10020.0,1965.0,Twitter for iPhone,"Samanyu Pothuraju’s achievements in mountain climbing are extraordinary. Interacting with him, I got to know that h… https://t.co/1CAwR40j0H"
117,2020-01-24 13:43:27,7031.0,1512.0,Twitter for iPhone,"Tanish Goel personifies the spirit of hardwork, dedication and innovation. His passion towards saving lives is evid… https://t.co/eRWSWfgzqw"
118,2020-01-24 13:42:24,6519.0,1544.0,Twitter for iPhone,Suneetha Murje Prabhu is making a valuable contribution as far as lowering vector borne diseases in India is concer… https://t.co/zXL3U59vFF
119,2020-01-24 13:41:09,5709.0,1373.0,Twitter for iPhone,"Sivabharathi Anbu Bharathi is doing excellent work in agriculture, particularly helping rice farmers. 

He has achi… https://t.co/jkMBak6PtM"
120,2020-01-24 13:40:10,5101.0,1266.0,Twitter for iPhone,"Saving people from floods and frauds….this is what Sagnik Anupam is passionate about.

He has effectively used tech… https://t.co/rrWwICMpdC"
121,2020-01-24 13:38:43,6531.0,1468.0,Twitter for iPhone,Richard Joseph is amazing! He has provided an affordable and environment friendly solution to controlling pests. Hi… https://t.co/9GEm3pLxJ4
122,2020-01-24 13:37:41,5072.0,1288.0,Twitter for iPhone,Raghav Puri’s works include using AI to ensure better study of history as well as a project to help Alzheimer’s pat… https://t.co/6aQbhCbXMi
123,2020-01-24 13:36:35,5788.0,1344.0,Twitter for iPhone,Parth Bansal is a compassionate innovator. He may have made the ‘Utility Stick’ for his grandmother but in the comi… https://t.co/XMdmv0TXa8
124,2020-01-24 13:34:24,5788.0,1302.0,Twitter for iPhone,"The fantastic Paritosh Dahiya has brought children and technology even more closer. 

He is a worthy recipient of t… https://t.co/8BbCcywGXx"
125,2020-01-24 13:32:21,6446.0,1493.0,Twitter for iPhone,"My young friend Hridayeshwar Singh Bhati’s life journey motivates us all. 

He did not let setbacks deter him. His… https://t.co/yIihXJuSCO"
126,2020-01-24 13:30:36,5751.0,1332.0,Twitter for iPhone,"Harnessing India’s sporting talent by leveraging the power of technology! 

Many budding footballers will thank Arj… https://t.co/wQXaR9k1NR"
127,2020-01-24 13:28:12,10387.0,1876.0,Twitter for iPhone,"I am delighted that the very talented Harshita Arora has been conferred the Bal Shakti Puraskar 2020!

She has been… https://t.co/J4ClaeziPW"
128,2020-01-24 13:20:18,7294.0,1657.0,Twitter for iPhone,"A wonderful fusion of innovation and safety of women, as well as concern towards welfare of children! 

Aparna Chan… https://t.co/ZX6jjAhj0v"
129,2020-01-24 13:18:47,5506.0,1269.0,Twitter for iPhone,Kudos to my young friend Harsh Agrawal on being conferred the Bal Shakti Puraskar 2020. His pathbreaking work in th… https://t.co/ND9YG7uxQg
130,2020-01-24 13:17:49,6505.0,1455.0,Twitter for iPhone,"Our Yuva Shakti is contributing towards a healthier India! 

Meet the dynamic Anmol Rathi, who has worked on an aff… https://t.co/LEL7vW3s3g"
131,2020-01-24 13:10:50,8818.0,1852.0,Twitter Web App,"Can you imagine winning the Mathematics Genius Award, bagging gold medals at international Olympiads successively a… https://t.co/bOefBGGaO0"
132,2020-01-24 13:09:54,4868.0,1239.0,Twitter Web App,Young Venkatasubramanian did not allow any barriers to hold his spirit back. He has won medals in national abacus c… https://t.co/bcMWuIJXIG
133,2020-01-24 13:09:08,5410.0,1332.0,Twitter Web App,"Be it English Olympiad, Geogenius Olympiad or Science Olypiad, young Siddharth Kumar Gopal excels in all of them. S… https://t.co/q8XTq8TZzi"
134,2020-01-24 13:08:22,6912.0,1527.0,Twitter Web App,"Meet Onkar Singh, who wrote ‘When The Time Stops’, a book on theoretical physics at a rather young age. Congratulat… https://t.co/TqTIF9ReuH"
